AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect	FunctionalScore
Claudin-7-R-V_GBL1033773	MDACC	Claudin7	CLAUDIN7			
Claudin-7-R-V_GBL1113250	MDACC	Claudin7	CLAUDIN7			
Claudin-7-R-V_GBL1114927	MDACC	Claudin7	CLAUDIN7			
Claudin.7.R.V_GBL.9013835	MDACC	Claudin7	CLAUDIN7			
cMyc_pT58_RS00273763.txt	MDACC	cMycpT58	CMYC	pT58		
Cofilin_GBL9008368.txt	MDACC	Cofilin	COFILIN			
Cofilin_pS3(V)_GBL9008339.txt	MDACC	CofilinpS3	COFILIN	pS3		
Collagen VI_RS00273498 ( smear bgd).txt	MDACC	Collagen VI	COLLAGEN VI			
Collagen VI_RS00275868.txt	MDACC	Collagen VI	COLLAGEN VI			
Collagen VI(V)_GBL9007919.txt	MDACC	Collagen VI	COLLAGEN VI			
Collagen_VI.R.V_GBL.9013836	MDACC	CollagenVI	COLLAGENVI			
Collagen-VI-R-V_GBL1033877	MDACC	CollagenVI	COLLAGENVI			
Collagen-VI-R-V_GBL1113337	MDACC	CollagenVI	COLLAGENVI			
Collagen-VI-R-V_GBL1115015	MDACC	CollagenVI	COLLAGENVI			
Complex-II-Subunit-M-V_GBL1033934	MDACC	ComplexIISubunit	COMPLEXIISUBUNIT			
Complex-II-Subunit-M-V_GBL1113391	MDACC	ComplexIISubunit	COMPLEXIISUBUNIT			
Complex-II-Subunit-M-V_GBL1115078	MDACC	ComplexIISubunit	COMPLEXIISUBUNIT			
Connexin-43-R-C_GBL1115232	MDACC	Connexin43	CONNEXIN43			
Coup-TFII-R-C_GBL1115233	MDACC	CoupTFII	COUPTFII			
Cox-IV-M-C_GBL1033935	MDACC	CoxIV	COXIV			
Cox-IV-M-C_GBL1113397	MDACC	CoxIV	COXIV			
Cox-IV-M-C_GBL1115175	MDACC	CoxIV	COXIV			
COX.2.R.C_GBL.9013837	MDACC	COX2	COX2			
COX2_RS00273495.txt	MDACC	COX2	COX2			
COX2_RS00275867.txt	MDACC	COX2	COX2			
Cox2-R-C_GBL1033859	MDACC	Cox2	COX2			
Cox2-R-C_GBL1113320	MDACC	Cox2	COX2			
Cox2-R-C_GBL1114979	MDACC	Cox2	COX2			
COX2(C )_GBL9008399.txt	MDACC	COX2	COX2			
cRAF_RS00273714.txt	MDACC	cRAF	CRAF			
CXCR4-R-C_GBL1114994	MDACC	CXCR4	CXCR4			
Cyclin B1_RS00269170.txt	MDACC	Cyclin B1	CYCLIN B1			
Cyclin B1_RS00275830.txt	MDACC	Cyclin B1	CYCLIN B1			
Cyclin B1(V)_GBL9007920.txt	MDACC	Cyclin B1	CYCLIN B1			
Cyclin B1(V)_GBL9008606.txt	MDACC	Cyclin B1	CYCLIN B1			
Cyclin D1_RS00269171.txt	MDACC	Cyclin D1	CYCLIN D1			
Cyclin D1(V)_GBL9007921.txt	MDACC	Cyclin D1	CYCLIN D1			
Cyclin E(mouse)_GBL9008383.txt	MDACC	Cyclin E	CYCLIN E			
Cyclin E1_RS00273417 (mouse).txt	MDACC	Cyclin E1	CYCLIN E1			
Cyclin E1_RS00275571.txt	MDACC	Cyclin E1	CYCLIN E1			
Cyclin E1_RS00276605 (mouse).txt	MDACC	Cyclin E1	CYCLIN E1			
Cyclin E1(mouse)(V)_GBL9007874.txt	MDACC	Cyclin E1	CYCLIN E1			
Cyclin E2(C)_GBL9008609.txt	MDACC	Cyclin E2	CYCLIN E2			
Cyclin_B1.R.V_GBL.9013838	MDACC	CyclinB1	CYCLINB1			
Cyclin_D1.R.V_GBL.9013839	MDACC	CyclinD1	CYCLIND1			
Cyclin_E1.M.V_GBL.9012885	MDACC	CyclinE1	CYCLINE1			
Cyclin-B1-R-V_GBL1033693	MDACC	CyclinB1	CYCLINB1			
Cyclin-B1-R-V_GBL1113170	MDACC	CyclinB1	CYCLINB1			
Cyclin-B1-R-V_GBL1114871	MDACC	CyclinB1	CYCLINB1			
Cyclin-D1-R-V_GBL1033878	MDACC	CyclinD1	CYCLIND1			
Cyclin-D1-R-V_GBL1113338	MDACC	CyclinD1	CYCLIND1			
Cyclin-D1-R-V_GBL1115016	MDACC	CyclinD1	CYCLIND1			
Cyclin-E1-M-V_GBL1033936	MDACC	CyclinE1	CYCLINE1			
Cyclin-E1-M-V_GBL1113384	MDACC	CyclinE1	CYCLINE1			
Cyclin-E1-M-V_GBL1115071	MDACC	CyclinE1	CYCLINE1			
Cyclophilin-F-M-V_GBL1033937	MDACC	CyclophilinF	CYCLOPHILINF			
Cyclophilin-F-M-V_GBL1113399	MDACC	CyclophilinF	CYCLOPHILINF			
Cyclophilin-F-M-V_GBL1115085	MDACC	CyclophilinF	CYCLOPHILINF			
Cytokeratin-19-M-C_GBL1115178	MDACC	Cytokeratin19	CYTOKERATIN19			
D-a-Tubulin-R-V_GBL1115003	MDACC	DaTubulin	DATUBULIN			
DJ.1.R.C_GBL.9013840	MDACC	DJ1	DJ1			
DJ1-R-V_GBL1033777	MDACC	DJ1	DJ1			
DJ1-R-V_GBL1113254	MDACC	DJ1	DJ1			
DJ1-R-V_GBL1114928	MDACC	DJ1	DJ1			
DM-Histone-H3-R-V_GBL1115004	MDACC	DMHistoneH3	DMHISTONEH3			
DM-K9-Histone-H3-R-C_GBL1115005	MDACC	DMK9HistoneH3	DMK9HISTONEH3			
DUSP4-R-V_GBL1115007	MDACC	DUSP4	DUSP4			
DV13_GBL9008389.txt	MDACC	DV13	DV13			
Dvl3-R-V_GBL1033785	MDACC	Dvl3	DVL3			
Dvl3-R-V_GBL1113262	MDACC	Dvl3	DVL3			
Dvl3-R-V_GBL1114932	MDACC	Dvl3	DVL3			
Dvl3.R.V_GBL.9013841	MDACC	Dvl3	DVL3			
E-Cadherin_RS00276013.txt	MDACC	ECadherin	ECADHERIN			
E-Cadherin-R-V_GBL1033835	MDACC	ECadherin	ECADHERIN			
E-Cadherin-R-V_GBL1113286	MDACC	ECadherin	ECADHERIN			
E-Cadherin-R-V_GBL1114954	MDACC	ECadherin	ECADHERIN			
E-Cadherin(V)_GBL9008563.txt	MDACC	ECadherin	ECADHERIN			
E-cadherin(V)_GBL9008607.txt	MDACC	Ecadherin	ECADHERIN			
E-FABP(C20)_GBL9008525.txt	MDACC	EFABP	EFABP			
E-FABP(C20)_GBL9008585.txt	MDACC	EFABP	EFABP			
E.Cadherin.R.V_GBL.9013822	MDACC	ECadherin	ECADHERIN			
E2F-2(TFE25)(mouse)_GBL9008568.txt	MDACC	E2F2	E2F2			
E2F1-M-V_GBL1033938	MDACC	E2F1	E2F1			
E2F1-M-V_GBL1113400	MDACC	E2F1	E2F1			
E2F1-wM-V_GBL1115244	MDACC	E2F1	E2F1			
ECadherin_RS00273591.txt	MDACC	ECadherin	ECADHERIN			
eEF2-R-C_GBL1033822	MDACC	eEF2	EEF2			
eEF2-R-C_GBL1113273	MDACC	eEF2	EEF2			
eEF2-R-C_GBL1114946	MDACC	eEF2	EEF2			
eEF2.R.V_GBL.9013842	MDACC	eEF2	EEF2			
eEF2K-R-V_GBL1033823	MDACC	eEF2K	EEF2K			
eEF2K-R-V_GBL1113274	MDACC	eEF2K	EEF2K			
eEF2K-R-V_GBL1114947	MDACC	eEF2K	EEF2K			
eEF2K.R.V_GBL.9013843	MDACC	eEF2K	EEF2K			
EGF5(KIF11)_GBL9008541.txt	MDACC	EGF5	EGF5			
EGFR_pY1068-R-C_GBL1033694	MDACC	EGFRpY1068	EGFR	pY1068		
EGFR_pY1068-R-C_GBL1113184	MDACC	EGFRpY1068	EGFR	pY1068		
EGFR_pY1068-R-C_GBL1114872	MDACC	EGFRpY1068	EGFR	pY1068		
EGFR_pY1068.R.V_GBL.9013845	MDACC	EGFRpY1068	EGFR	pY1068		
EGFR_pY1173_RS00273724.txt	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY1173_RS00275851.txt	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY1173-R-V_GBL1033695	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY1173-R-V_GBL1113185	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY1173-R-V_GBL1114874	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY1173.R.C_GBL.9013846	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY1173(C)_GBL9007923.txt	MDACC	EGFRpY1173	EGFR	pY1173		
EGFR_pY992_RS00273506 (weak to ok).txt	MDACC	EGFRpY992	EGFR	pY992		
EGFR_pY992_RS00276023.txt	MDACC	EGFRpY992	EGFR	pY992		
EGFR_RS00273504.txt	MDACC	EGFR	EGFR			
EGFR_RS00275853 (better).txt	MDACC	EGFR	EGFR			
EGFR_RS00276022.txt	MDACC	EGFR	EGFR			
EGFR-R-V_GBL1033837	MDACC	EGFR	EGFR			
EGFR-R-V_GBL1113288	MDACC	EGFR	EGFR			
EGFR-R-V_GBL1114956	MDACC	EGFR	EGFR			
EGFR.R.C_GBL.9013844	MDACC	EGFR	EGFR			
EGFR(V)_GBL9007922.txt	MDACC	EGFR	EGFR			
eIF2A_pS51_GBL9008379.txt	MDACC	eIF2ApS51	EIF2A	pS51		
eIF4E-R-V_GBL1033734	MDACC	eIF4E	EIF4E			
eIF4E-R-V_GBL1113225	MDACC	eIF4E	EIF4E			
eIF4E-R-V_GBL1114911	MDACC	eIF4E	EIF4E			
eIF4E.R.V_GBL.9013848	MDACC	eIF4E	EIF4E			
eIF4E(V)_GBL9007926.txt	MDACC	eIF4E	EIF4E			
eIF4G-R-C_GBL1033840	MDACC	eIF4G	EIF4G			
eIF4G-R-C_GBL1113291	MDACC	eIF4G	EIF4G			
eIF4G-R-C_GBL1114957	MDACC	eIF4G	EIF4G			
elF4E_RS00269169.txt	MDACC	elF4E	ELF4E			
elF4E_RS00275829.txt	MDACC	elF4E	ELF4E			
ELK1_pS38(C)_GBL9007927.txt	MDACC	ELK1pS38	ELK1	pS38		
Elk1_pS383-wR-C_GBL1115234	MDACC	Elk1pS383	ELK1	pS383		
ER_pS118_RS00275852.txt	MDACC	ERpS118	ER	pS118		
ER-alpha_pS118-R-V_GBL1033794	MDACC	ERalphapS118	ERALPHA	pS118		
ER-alpha_pS118-R-V_GBL1113187	MDACC	ERalphapS118	ERALPHA	pS118		
ER-alpha-R-V_GBL1033879	MDACC	ERalpha	ERALPHA			
ER-alpha-R-V_GBL1113339	MDACC	ERalpha	ERALPHA			
ER-R-V_GBL1115017	MDACC	ER	ER			
ER.alpha_pS118.R.V_GBL.9013850	MDACC	ERalphapS118	ERALPHA	pS118		
ER.alpha.R.V_GBL.9013849	MDACC	ERalpha	ERALPHA			
ER(SP1)_GBL9008352.txt	MDACC	ER	ER			
ERa_pS118_RS00273723.txt	MDACC	ERapS118	ERA	pS118		
ERa_pS118(V)_GBL9008314.txt	MDACC	ERapS118	ERA	pS118		
ERa_pS167_GBL9007929.txt	MDACC	ERapS167	ERA	pS167		
ERCC1-M-V_GBL1033939	MDACC	ERCC1	ERCC1			
ERCC1-M-V_GBL1113403	MDACC	ERCC1	ERCC1			
ERCC1-M-V_GBL1115089	MDACC	ERCC1	ERCC1			
ERCC1.M.C_GBL.9012886	MDACC	ERCC1	ERCC1			
ERCC5-R-C_GBL1115000	MDACC	ERCC5	ERCC5			
Erg-1_2_3_GBL9008544.txt	MDACC	Erg123	ERG123			
ERK2_RS00269179.txt	MDACC	ERK2	ERK2			
ERK2_RS00276601 (with 1 line).txt	MDACC	ERK2	ERK2			
Ets-1-R-V_GBL1033886	MDACC	Ets1	ETS1			
Ets-1-R-V_GBL1113346	MDACC	Ets1	ETS1			
Ets-1-R-V_GBL1115218	MDACC	Ets1	ETS1			
ETV6_RS00267482 (V WEAK).txt	MDACC	ETV6	ETV6			
ETV6_RS00276597 (1_500).txt	MDACC	ETV6	ETV6			
FAK_pY397-R-V_GBL1033863	MDACC	FAKpY397	FAK	pY397		
FAK_pY397-R-V_GBL1113324	MDACC	FAKpY397	FAK	pY397		
FAK_pY397-wR-V_GBL1115130	MDACC	FAKpY397	FAK	pY397		
FAK_pY397(mouse)_GBL9008388.txt	MDACC	FAKpY397	FAK	pY397		
FAK_pY925_GBL9008356.txt	MDACC	FAKpY925	FAK	pY925		
FAK_RS00273570.txt	MDACC	FAK	FAK			
FAK_RS00275864.txt	MDACC	FAK	FAK			
FAK-R-C_GBL1114935	MDACC	FAK	FAK			
FAK-R-E_GBL1033864	MDACC	FAK	FAK			
FAK-R-E_GBL1113325	MDACC	FAK	FAK			
FAK.R.C_GBL.9013851	MDACC	FAK	FAK			
FASN-R-V_GBL1033852	MDACC	FASN	FASN			
FASN-R-V_GBL1113313	MDACC	FASN	FASN			
FASN-R-V_GBL1114968	MDACC	FASN	FASN			
FASN(mouse)_GBL9008540.txt	MDACC	FASN	FASN			
Fibronectin_RS00267483.txt	MDACC	Fibronectin	FIBRONECTIN			
Fibronectin-R-V_GBL1033958	MDACC	Fibronectin	FIBRONECTIN			
Fibronectin-R-V_GBL1113188	MDACC	Fibronectin	FIBRONECTIN			
Fibronectin-R-V_GBL1115185	MDACC	Fibronectin	FIBRONECTIN			
Fibronectin.R.C_GBL.9013852	MDACC	Fibronectin	FIBRONECTIN			
Fibronectin(C)_GBL9008346.txt	MDACC	Fibronectin	FIBRONECTIN			
FKHRL(FOXO3)_RS00275791.txt	MDACC	FKHRL	FKHRL			
Fortilin(V)_GBL9008377.txt	MDACC	Fortilin	FORTILIN			
FoxM1-R-V_GBL1033839	MDACC	FoxM1	FOXM1			
FoxM1-R-V_GBL1113290	MDACC	FoxM1	FOXM1			
FoxM1-wR-V_GBL1115127	MDACC	FoxM1	FOXM1			
FOXO3_RS00267496.txt	MDACC	FOXO3	FOXO3			
FOXO3_RS00273767.txt	MDACC	FOXO3	FOXO3			
FOXO3-a_pS318_RS00275865.txt	MDACC	FOXO3apS318	FOXO3A	pS318		
FOXO3a_pS318_RS00273493.txt	MDACC	FOXO3apS318	FOXO3A	pS318		
FoxO3a_pS318_S321-R-C_GBL1033796	MDACC	FoxO3apS318S321	FOXO3A	pS318_S321		
FoxO3a_pS318_S321-R-C_GBL1113189	MDACC	FoxO3apS318S321	FOXO3A	pS318_S321		
FoxO3a_pS318_S321-wR-C_GBL1115103	MDACC	FoxO3apS318S321	FOXO3A	pS318_S321		
FOXO3A_pS318_S321.R.C_GBL.9013854	MDACC	FOXO3ApS318S321	FOXO3A	pS318_S321		
FOXO3a_pS318(C)_GBL9007915.txt	MDACC	FOXO3apS318	FOXO3A	pS318		
FoxO3a-R-C_GBL1033838	MDACC	FoxO3a	FOXO3A			
FoxO3a-R-C_GBL1113409	MDACC	FoxO3a	FOXO3A			
FoxO3a-wR-C_GBL1115179	MDACC	FoxO3a	FOXO3A			
FOXO3a.R.C_GBL.9013853	MDACC	FOXO3a	FOXO3A			
FOXO3a(C)_GBL9007934.txt	MDACC	FOXO3a	FOXO3A			
FOXO3a(C)_GBL9008372.txt	MDACC	FOXO3a	FOXO3A			
FRA-1-R-C_GBL1115026	MDACC	FRA1	FRA1			
G6PD-M-V_GBL1033940	MDACC	G6PD	G6PD			
G6PD-M-V_GBL1113395	MDACC	G6PD	G6PD			
G6PD-M-V_GBL1115081	MDACC	G6PD	G6PD			
Gab2_GBL9008380.txt	MDACC	Gab2	GAB2			
Gab2_pY452_GBL9008391.txt	MDACC	Gab2pY452	GAB2	pY452		
Gab2-R-V_GBL1033786	MDACC	Gab2	GAB2			
Gab2-R-V_GBL1113263	MDACC	Gab2	GAB2			
Gab2-R-V_GBL1114933	MDACC	Gab2	GAB2			
GAB2.R.V_GBL.9013855	MDACC	GAB2	GAB2			
GAPDH-M-C_GBL1033890	MDACC	GAPDH	GAPDH			
GAPDH-M-C_GBL1113350	MDACC	GAPDH	GAPDH			
GAPDH-M-C_GBL1115032	MDACC	GAPDH	GAPDH			
GATA3_RS00273422 (MOUSE).txt	MDACC	GATA3	GATA3			
GATA3_RS00276387 (mouse) (BD558686).txt	MDACC	GATA3	GATA3			
GATA3-M-V_GBL1033951	MDACC	GATA3	GATA3			
GATA3-M-V_GBL1113386	MDACC	GATA3	GATA3			
GATA3-M-V_GBL1115073	MDACC	GATA3	GATA3			
GATA3.M.V_GBL.9012887	MDACC	GATA3	GATA3			
GATA3(mouse)_GBL9008317.txt	MDACC	GATA3	GATA3			
GATA3(mouse)(V)_GBL9007886.txt	MDACC	GATA3	GATA3			
GCN5L2-R-V_GBL1033871	MDACC	GCN5L2	GCN5L2			
GCN5L2-R-V_GBL1113332	MDACC	GCN5L2	GCN5L2			
GCN5L2-R-V_GBL1114988	MDACC	GCN5L2	GCN5L2			
Glutaminase-R-C_GBL1115010	MDACC	Glutaminase	GLUTAMINASE			
GPBB-R-V_GBL1033868	MDACC	GPBB	GPBB			
GPBB-R-V_GBL1113329	MDACC	GPBB	GPBB			
GPBB-R-V_GBL1114986	MDACC	GPBB	GPBB			
GSK-3a-b_pS21_S9-R-V_GBL1114879	MDACC	GSK3abpS21S9	GSK3AB	pS21_S9		
GSK-3a-b-M-V_GBL1115072	MDACC	GSK3ab	GSK3AB			
GSK-3ab_pS21_S9-R-V_GBL1033797	MDACC	GSK3abpS21S9	GSK3AB	pS21_S9		
GSK-3ab_pS21_S9-R-V_GBL1113190	MDACC	GSK3abpS21S9	GSK3AB	pS21_S9		
GSK-3ab-M-V_GBL1033941	MDACC	GSK3ab	GSK3AB			
GSK-3ab-M-V_GBL1113385	MDACC	GSK3ab	GSK3AB			
GSK-3b_pS9-R-V_GBL1033831	MDACC	GSK3bpS9	GSK3B	pS9		
GSK-3b_pS9-R-V_GBL1113282	MDACC	GSK3bpS9	GSK3B	pS9		
GSK-3b_pS9-R-V_GBL1114952	MDACC	GSK3bpS9	GSK3B	pS9		
GSK3_pS21_9_RS00269152.txt	MDACC	GSK3pS219	GSK3	pS21_9		
GSK3_RS00273418 (mouse).txt	MDACC	GSK3	GSK3			
GSK3.alpha.beta.M.V_GBL.9012888	MDACC	GSK3alphabeta	GSK3ALPHABETA			
GSK3a_b_pS21(V)_GBL9007935.txt	MDACC	GSK3abpS21	GSK3AB	pS21		
GSK3a_b_pS21(V)_GBL9008373.txt	MDACC	GSK3abpS21	GSK3AB	pS21		
GSK3a_b_pT21_Rs00275815.txt	MDACC	GSK3abpT21	GSK3AB	pT21		
GSK3a_b_RS00276606 (mouse).txt	MDACC	GSK3ab	GSK3AB			
GSK3a_b(mouse)(V)_GBL9007875.txt	MDACC	GSK3ab	GSK3AB			
GSK3alpha.beta_pS21_S9.R.V_GBL.9013856	MDACC	GSK3alphabetapS21S9	GSK3ALPHABETA	pS21_S9		
Gys_pS641-R-V_GBL1033819	MDACC	GyspS641	GYS	pS641		
Gys_pS641-R-V_GBL1113270	MDACC	GyspS641	GYS	pS641		
Gys_pS641-R-V_GBL1114943	MDACC	GyspS641	GYS	pS641		
Gys-R-V_GBL1033818	MDACC	Gys	GYS			
Gys-R-V_GBL1113269	MDACC	Gys	GYS			
Gys-R-V_GBL1114942	MDACC	Gys	GYS			
H2AX_pS139-R-V_GBL1115231	MDACC	H2AXpS139	H2AX	pS139		
H2AX_pS140-M-C_GBL1115067	MDACC	H2AXpS140	H2AX	pS140		
HER2_GBL9008516.txt	MDACC	HER2	HER2			
HER2_pY1248_GBL9008324.txt	MDACC	HER2pY1248	HER2	pY1248		
HER2_pY1248_RS00273507.txt	MDACC	HER2pY1248	HER2	pY1248		
HER2_pY1248_RS00275854 (better).txt	MDACC	HER2pY1248	HER2	pY1248		
HER2_pY1248-R-C_GBL1033827	MDACC	HER2pY1248	HER2	pY1248		
HER2_pY1248-R-C_GBL1113278	MDACC	HER2pY1248	HER2	pY1248		
HER2_pY1248-R-C_GBL1114949	MDACC	HER2pY1248	HER2	pY1248		
HER2_pY1248(V)_GBL9008532.txt	MDACC	HER2pY1248	HER2	pY1248		
HER2_RS00267492.txt	MDACC	HER2	HER2			
HER2_RS00276026.txt	MDACC	HER2	HER2			
HER2-M-V_GBL1033942	MDACC	HER2	HER2			
HER2-M-V_GBL1113390	MDACC	HER2	HER2			
HER2-M-V_GBL1115077	MDACC	HER2	HER2			
HER2.M.V_GBL.9012889	MDACC	HER2	HER2			
HER2.M.V_GBL.9013857	MDACC	HER2	HER2			
HER2(C)_GBL9007936.txt	MDACC	HER2	HER2			
HER3_pY1289-R-C_GBL1033736	MDACC	HER3pY1289	HER3	pY1289		
HER3_pY1289-R-C_GBL1113227	MDACC	HER3pY1289	HER3	pY1289		
HER3_pY1289-R-C_GBL1114913	MDACC	HER3pY1289	HER3	pY1289		
HER3_pY1298.R.C_GBL.9013860	MDACC	HER3pY1298	HER3	pY1298		
HER3-R-V_GBL1033884	MDACC	HER3	HER3			
HER3-R-V_GBL1113344	MDACC	HER3	HER3			
HER3-R-V_GBL1115024	MDACC	HER3	HER3			
HER3.R.V_GBL.9012902	MDACC	HER3	HER3			
HER3.R.V_GBL.9013859	MDACC	HER3	HER3			
Heregulin-R-V_GBL1033776	MDACC	Heregulin	HEREGULIN			
Heregulin-R-V_GBL1113253	MDACC	Heregulin	HEREGULIN			
Heregulin-wR-V_GBL1115114	MDACC	Heregulin	HEREGULIN			
Hexokinase-II-R-V_GBL1115223	MDACC	HexokinaseII	HEXOKINASEII			
HIAP-R-C_GBL1033783	MDACC	HIAP	HIAP			
HIAP-R-C_GBL1113260	MDACC	HIAP	HIAP			
HIAP-R-C_GBL1114930	MDACC	HIAP	HIAP			
Hif-1-alpha-M-C_GBL1115174	MDACC	Hif1alpha	HIF1ALPHA			
Histone H3_pS10_GBL9008569.txt	MDACC	Histone H3pS10	HISTONE H3	pS10		
Histone-H3-R-V_GBL1033869	MDACC	HistoneH3	HISTONEH3			
Histone-H3-R-V_GBL1113412	MDACC	HistoneH3	HISTONEH3			
Histone-H3-R-V_GBL1115242	MDACC	HistoneH3	HISTONEH3			
HLA-E(mouse)(V)_GBL9007879.txt	MDACC	HLAE	HLAE			
HSP27_pS82-R-V_GBL1115219	MDACC	HSP27pS82	HSP27	pS82		
HSP27_RS00273423 (MOUSE).txt	MDACC	HSP27	HSP27			
HSP27_RS00276610 (mouse).txt	MDACC	HSP27	HSP27			
HSP27-M-C_GBL1115033	MDACC	HSP27	HSP27			
HSP27(mouse)(C )_GBL9008533.txt	MDACC	HSP27	HSP27			
HSP27(mouse)(C)_GBL9007883.txt	MDACC	HSP27	HSP27			
HSP70-R-C_GBL1115239	MDACC	HSP70	HSP70			
HSP70(C )_GBL9008534.txt	MDACC	HSP70	HSP70			
IGF.1R.beta.R.C_GBL.9013861	MDACC	IGF1Rbeta	IGF1RBETA			
IGF1R_pY1135_Y1136-wR-V_GBL1115236	MDACC	IGF1RpY1135Y1136	IGF1R	pY1135_Y1136		
IGF1R-b-R-V_GBL1114980	MDACC	IGF1Rb	IGF1RB			
IGF1R-beta-R-V_GBL1033860	MDACC	IGF1Rbeta	IGF1RBETA			
IGF1R-beta-R-V_GBL1113321	MDACC	IGF1Rbeta	IGF1RBETA			
IGF1Rb(V)_GBL9007939.txt	MDACC	IGF1Rb	IGF1RB			
IGFBP2_RS00273499.txt	MDACC	IGFBP2	IGFBP2			
IGFBP2_RS00275869.txt	MDACC	IGFBP2	IGFBP2			
IGFBP2-R-V_GBL1033922	MDACC	IGFBP2	IGFBP2			
IGFBP2-R-V_GBL1113191	MDACC	IGFBP2	IGFBP2			
IGFBP2-R-V_GBL1114882	MDACC	IGFBP2	IGFBP2			
IGFBP2.R.V_GBL.9013862	MDACC	IGFBP2	IGFBP2			
IGFBP2(V)_GBL9007938.txt	MDACC	IGFBP2	IGFBP2			
IGFBP5-G-C_GBL1115096	MDACC	IGFBP5	IGFBP5			
IGFR-b-R-C_GBL1114883	MDACC	IGFRb	IGFRB			
IGFR1_pY1135_RS00267490.txt	MDACC	IGFR1pY1135	IGFR1	pY1135		
IGFR1_pY1135_RS00275708.txt	MDACC	IGFR1pY1135	IGFR1	pY1135		
IGFR1-B_RS00267491.txt	MDACC	IGFR1B	IGFR1B			
INPP4b-R-V_GBL1033826	MDACC	INPP4b	INPP4B			
INPP4b-R-V_GBL1113277	MDACC	INPP4b	INPP4B			
INPP4b-wR-V_GBL1115122	MDACC	INPP4b	INPP4B			
INPP4B.G.C_GBL.9014286	MDACC	INPP4B	INPP4B			
IRF-1-R-C_GBL1115027	MDACC	IRF1	IRF1			
IRS-1_pS307_RS00269161.txt	MDACC	IRS1pS307	IRS1	pS307		
IRS-1_RS00269162.txt	MDACC	IRS1	IRS1			
IRS1_pS307_GBL9008519.txt	MDACC	IRS1pS307	IRS1	pS307		
IRS1_pS307_RS00275822.txt	MDACC	IRS1pS307	IRS1	pS307		
IRS1_RS00276014.txt	MDACC	IRS1	IRS1			
IRS1-R-V_GBL1033768	MDACC	IRS1	IRS1			
IRS1-R-V_GBL1113235	MDACC	IRS1	IRS1			
IRS1-R-V_GBL1114921	MDACC	IRS1	IRS1			
IRS1.R.V_GBL.9013863	MDACC	IRS1	IRS1			
IRS1(V)_GBL9007940.txt	MDACC	IRS1	IRS1			
JAB1-M-C_GBL1033943	MDACC	JAB1	JAB1			
JAB1-M-C_GBL1113404	MDACC	JAB1	JAB1			
JAB1-wM-C_GBL1115140	MDACC	JAB1	JAB1			
Jak2-R-V_GBL1114971	MDACC	Jak2	JAK2			
JNK_pT183_RS00273501.txt	MDACC	JNKpT183	JNK	pT183		
JNK_pT183_Y185-R-V_GBL1033775	MDACC	JNKpT183Y185	JNK	pT183_Y185		
JNK_pT183_Y185-R-V_GBL1113252	MDACC	JNKpT183Y185	JNK	pT183_Y185		
JNK_pT183_Y185-wR-V_GBL1115113	MDACC	JNKpT183Y185	JNK	pT183_Y185		
JNK2_RS00273606.txt	MDACC	JNK2	JNK2			
JNK2_RS00275697.txt	MDACC	JNK2	JNK2			
JNK2-R-C_GBL1033799	MDACC	JNK2	JNK2			
JNK2-R-C_GBL1113192	MDACC	JNK2	JNK2			
JNK2-R-C_GBL1114884	MDACC	JNK2	JNK2			
JNK2.R.C_GBL.9013864	MDACC	JNK2	JNK2			
JNK2(V)_GBL9008535.txt	MDACC	JNK2	JNK2			
JUNB_GBL9008395.txt	MDACC	JUNB	JUNB			
K.Ras.M.C_GBL.9012899	MDACC	KRas	KRAS			
K.Ras.M.C_GBL.9014281	MDACC	KRas	KRAS			
K.Ras.M.C_GBL.9014287	MDACC	KRas	KRAS			
KU80_GBL9008408.txt	MDACC	KU80	KU80			
KU80_RS00275800.txt	MDACC	KU80	KU80			
Ku80.R.C_GBL.9013867	MDACC	Ku80	KU80			
LCK_GBL9008386.txt	MDACC	LCK	LCK			
Lck-R-V_GBL1033800	MDACC	Lck	LCK			
Lck-R-V_GBL1113193	MDACC	Lck	LCK			
Lck-R-V_GBL1114885	MDACC	Lck	LCK			
LDHA-R-C_GBL1115240	MDACC	LDHA	LDHA			
LKB1_RS00276378 (mouse).txt	MDACC	LKB1	LKB1			
LKB1(mouse)(V)_GBL9007881.txt	MDACC	LKB1	LKB1			
MAPK_pT202_RS00269178.txt	MDACC	MAPKpT202	MAPK	pT202		
MAPK_pT202_RS00273598.txt	MDACC	MAPKpT202	MAPK	pT202		
MAPK_pT202_RS00275578.txt	MDACC	MAPKpT202	MAPK	pT202		
MAPK_pT202_Y204-R-V_GBL1033801	MDACC	MAPKpT202Y204	MAPK	pT202_Y204		
MAPK_pT202_Y204-R-V_GBL1113194	MDACC	MAPKpT202Y204	MAPK	pT202_Y204		
MAPK_pT202_Y204-wR-V_GBL1115104	MDACC	MAPKpT202Y204	MAPK	pT202_Y204		
MAPK_pT202_Y204.R.V_GBL.9012865	MDACC	MAPKpT202Y204	MAPK	pT202_Y204		
